entrez_id,node_idx,degree,gene_symbol,zstat_brca,p_brca,zstat_coca,p_coca,zstat_luca,p_luca,zstat_ovca,p_ovca,zstat_prca,p_prca
1,0,9,A1BG,0.72697,0.23362,1.8471,0.032363,1.4307,0.076263,-0.47771,0.68357,0.19436,0.42295
10,1,14,NAT2,-0.56267,0.71317,-1.3,0.9032,0.14855,0.44095,3.3563,0.00039494,1.2773,0.10074
100,2,35,ADA,-0.22241,0.588,0.68801,0.24572,-1.2605,0.89625,-0.83872,0.79919,-0.9647,0.83265
1000,3,93,CDH2,1.3189,0.093608,0.50085,0.30824,2.028,0.02128,0.43317,0.33244,0.25518,0.39929
10000,4,96,AKT3,0.2585,0.39801,0.31022,0.3782,1.2833,0.0997,0.86566,0.19334,2.0318,0.021085
100008586,5,55,GAGE12F,0.585568,0.361344,0.714181,0.342571,0.396488,0.406508,0.274841,0.43436,1.14135,0.290397
10001,6,104,MED6,1.8686,0.030839,-0.24065,0.59509,1.173,0.12039,-1.3195,0.9065,4.2471,1.0829e-05
10002,7,28,NR2E3,2.5905,0.0047918,4.6984,1.3108e-06,0.12505,0.45024,-0.43241,0.66728,0.83912,0.2007
10003,8,2,NAALAD2,1.0334,0.15071,-0.37668,0.64679,0.12776,0.44917,0.78901,0.21505,1.2395,0.10758
100033411,9,4,DUXB,-0.80092,0.78841,0.096541,0.46155,-1.2284,0.89036,-0.87695,0.80974,-1.4559,0.92729
10004,10,9,NAALADL1,-0.71633,0.76311,1.7464,0.04037,-0.52145,0.69897,-0.45186,0.67432,1.3219,0.093108
100049587,11,2,SIGLEC14,-1.4773,0.93021,-0.94244,0.82702,-1.2192,0.88862,0.31589,0.37604,1.1798,0.11903
10005,12,15,ACOT8,1.9771,0.024013,1.7992,0.035994,1.2307,0.10922,-1.0688,0.85741,4.086,2.1947e-05
10006,13,43,ABI1,1.7062,0.043988,-0.56669,0.71454,2.5731,0.0050397,-0.6461,0.74089,1.0215,0.15352
10007,14,14,GNPDA1,-0.34929,0.63657,1.5811,0.056928,-1.7096,0.95633,0.91411,0.18033,0.048599,0.48062
10008,15,33,KCNE3,0.25789,0.39825,3.8559,5.7648e-05,-0.02242,0.50894,-0.48741,0.68702,1.2708,0.1019
10009,16,8,ZBTB33,0.585568,0.361344,0.714181,0.342571,0.396488,0.406508,0.274841,0.43436,1.14135,0.290397
1001,17,22,CDH3,0.61202,0.27026,5.568,1.2887e-08,0.32423,0.37288,-0.96932,0.83381,4.7427,1.0547e-06
10010,18,36,TANK,0.15157,0.43976,-0.44341,0.67127,0.44652,0.32761,1.4867,0.068542,0.6396,0.26122
100101267,19,26,POM121C,0.23197,0.40828,1.1005,0.13556,0.52637,0.29931,-0.19755,0.5783,2.6028,0.0046235
100101467,20,5,ZSCAN30,0.051081,0.47963,2.4111,0.0079522,-0.017103,0.50682,2.1792,0.01466,0.28794,0.3867
100101490,21,3,MCTS2P,0.585568,0.361344,0.714181,0.342571,0.396488,0.406508,0.274841,0.43436,1.14135,0.290397
10011,22,14,SRA1,0.56728,0.28526,1.1672,0.12156,0.14436,0.44261,0.61279,0.27001,0.5684,0.28488
100125288,23,1,ZGLP1,1.3278,0.092119,3.5669,0.0001806,0.77584,0.21892,-0.38563,0.65011,2.3903,0.0084172
100126572,24,6,GJE1,0.585568,0.361344,0.714181,0.342571,0.396488,0.406508,0.274841,0.43436,1.14135,0.290397
100128327,25,17,TRAPPC3L,-0.48271,0.68535,1.1528,0.1245,0.18892,0.42508,0.47837,0.31619,4.1791,1.4635e-05
100128569,26,5,C19orf71,-0.59281,0.72335,0.66236,0.25387,0.32493,0.37262,-0.91102,0.81886,2.0068,0.022386
100128731,27,19,OST4,2.4636,0.0068774,0.78873,0.21513,-1.7009,0.95551,0.44858,0.32687,0.39117,0.34784
100129128,28,3,KHDC1L,-0.42456,0.66442,1.6271,0.051856,-0.83843,0.7991,0.27953,0.38992,0.7363,0.23077
100129250,29,1,SMIM27,0.585568,0.361344,0.714181,0.342571,0.396488,0.406508,0.274841,0.43436,1.14135,0.290397
100129271,30,4,C1orf68,-1.5017,0.93341,-0.32241,0.62643,-0.091159,0.53632,-0.3068,0.6205,-0.33571,0.63145
100129278,31,3,TDRD15,0.27178,0.3929,-0.59577,0.72434,-0.08054,0.5321,-0.18095,0.5718,0.51838,0.3021
100129515,32,3,ETDB,0.585568,0.361344,0.714181,0.342571,0.396488,0.406508,0.274841,0.43436,1.14135,0.290397
100129669,33,4,IZUMO3,1.8173,0.034583,0.50114,0.30814,-1.3316,0.90851,-1.018,0.84567,0.56918,0.28462
10013,34,101,HDAC6,0.585568,0.361344,0.714181,0.342571,0.396488,0.406508,0.274841,0.43436,1.14135,0.290397
100130348,35,32,TMEM262,0.24955,0.40147,3.0794,0.0010372,-0.26748,0.60545,-0.784,0.78348,1.4886,0.068301
100130733,36,4,LRRC70,0.67817,0.24883,-0.041727,0.51664,-1.5565,0.9402,-0.36639,0.64296,1.3425,0.08972
100130890,37,22,TSTD3,-2.3672,0.99104,-0.85268,0.80308,-0.011266,0.50449,1.1313,0.12896,1.693,0.045224
100130933,38,3,SMIM6,2.0481,0.020277,0.862,0.19434,-0.68643,0.75378,-0.33709,0.63198,0.60503,0.27258
100131187,39,23,TSTD1,-0.48978,0.68786,0.8995,0.18419,0.80455,0.21054,0.82129,0.20574,1.4412,0.074767
100131390,40,2,SP9,-1.0739,0.85857,0.17003,0.4325,0.051202,0.47958,0.41903,0.3376,1.7149,0.043179
100131439,41,4,CD300LD,0.068148,0.47283,-1.7386,0.95894,-0.605,0.72741,-1.6637,0.95191,0.38573,0.34985
100131755,42,1,ARMCX4,0.585568,0.361344,0.714181,0.342571,0.396488,0.406508,0.274841,0.43436,1.14135,0.290397
100131801,43,7,PET100,0.32232,0.3736,0.12508,0.45023,2.7338,0.0031301,0.055653,0.47781,0.52364,0.30026
100131902,44,4,KRTAP25-1,0.74202,0.22904,-0.58143,0.71952,0.46922,0.31945,1.5623,0.059109,0.59694,0.27527
100132074,45,5,FOXO6,1.573,0.057864,-0.48532,0.68627,0.25556,0.39914,-0.23692,0.59364,-1.1241,0.86952
100132399,46,50,GAGE12D,0.585568,0.361344,0.714181,0.342571,0.396488,0.406508,0.274841,0.43436,1.14135,0.290397
100132463,47,9,CLDN24,0.77932,0.2179,-0.6732,0.74959,0.33762,0.36782,0.54286,0.29361,1.03,0.15151
100132476,48,21,KRTAP4-7,-0.072171,0.52877,1.3361,0.090757,-0.26203,0.60335,0.4523,0.32553,0.34951,0.36335
100133941,49,36,CD24,0.585568,0.361344,0.714181,0.342571,0.396488,0.406508,0.274841,0.43436,1.14135,0.290397
100134444,50,13,KCNJ18,0.585568,0.361344,0.714181,0.342571,0.396488,0.406508,0.274841,0.43436,1.14135,0.290397
100134934,51,14,TEN1,-0.51023,0.69505,0.24662,0.4026,-1.377,0.91574,0.0072684,0.4971,-0.31303,0.62287
100134938,52,5,UPK3BL1,0.585568,0.361344,1.1096,0.13358,0.45826,0.32338,0.274841,0.43436,0.34027,0.36682
100137049,53,23,PLA2G4B,-0.10997,0.54378,2.1275,0.01669,1.2964,0.097416,-0.42306,0.66387,3.1854,0.00072267
10014,54,69,HDAC5,-0.49478,0.68962,0.83651,0.20143,0.62975,0.26443,-1.6377,0.94926,1.7786,0.037657
10015,55,38,PDCD6IP,2.6443,0.0040927,0.71044,0.23872,-1.5233,0.93616,0.64656,0.25896,0.13133,0.44776
100151643,56,2,KRTAP20-4,0.585568,0.361344,0.714181,0.342571,0.396488,0.406508,0.274841,0.43436,1.14135,0.290397
10016,57,55,PDCD6,1.438,0.075212,1.0838,0.13922,0.43413,0.3321,2.5939,0.0047446,0.10906,0.45658
10017,58,18,BCL2L10,1.24,0.10748,-0.50457,0.69307,2.0241,0.021482,0.14143,0.44377,0.1444,0.44259
100170841,59,13,EPOP,-0.42279,0.66378,0.09266,0.46309,0.24434,0.40348,2.8453,0.0022182,3.3836,0.0003577
10018,60,55,BCL2L11,0.23192,0.4083,1.4721,0.070501,1.2573,0.10432,1.5241,0.063739,4.5674,2.4695e-06
100188893,61,11,TOMM6,-1.1951,0.88398,1.2677,0.10246,1.1707,0.12087,-1.1167,0.86794,3.1326,0.00086621
10019,62,18,SH2B3,0.72149,0.2353,6.1094,5e-10,0.96099,0.16828,0.10723,0.4573,2.0709,0.019184
1002,63,14,CDH4,1.0832,0.13936,0.30849,0.37886,0.89257,0.18604,-0.7307,0.76752,0.68562,0.24648
10020,64,26,GNE,3.3714,0.00037388,2.4526,0.0070906,-2.7371,0.9969,-1.3929,0.91817,1.6681,0.047645
10021,65,23,HCN4,-1.094,0.86302,-0.56485,0.71391,2.258,0.011974,-1.9514,0.97449,-0.077523,0.5309
10022,66,9,INSL5,-0.89228,0.81388,-0.18134,0.57195,1.1326,0.12868,0.6892,0.24535,-0.12565,0.55
10023,67,9,FRAT1,1.7033,0.04426,0.79407,0.21358,-0.51842,0.69792,-1.4938,0.93238,2.1079,0.017521
10024,68,34,TROAP,-0.50811,0.69431,-0.010983,0.50438,-0.82947,0.79658,-0.91595,0.82015,7.6094,1.3767e-14
10025,69,105,MED16,0.14248,0.44335,-0.98969,0.83884,-0.9819,0.83692,-2.8505,0.99782,2.4523,0.007098
10026,70,22,PIGK,0.89558,0.18524,-1.2983,0.90291,1.0479,0.14735,-1.6044,0.94569,0.32292,0.37338
100271849,71,18,MEF2B,-0.11977,0.54767,-1.2867,0.9009,-2.1875,0.98565,-1.3774,0.91581,0.96319,0.16773
100272147,72,2,CMC4,0.585568,0.361344,0.714181,0.342571,0.396488,0.406508,0.274841,0.43436,1.14135,0.290397
100287171,73,15,WASHC1,-0.8039,0.78927,0.076103,0.46967,0.396488,0.406508,0.274841,0.43436,-0.99199,0.8394
100287399,74,1,POTEB2,0.37024,0.3556,0.714181,0.342571,0.396488,0.406508,0.274841,0.43436,1.14135,0.290397
100287482,75,127,SMKR1,0.23162,0.40842,0.63711,0.26203,-1.2343,0.89145,-3.11,0.99906,1.8161,0.034678
100287932,76,36,TIMM23,-1.7719,0.96179,0.93998,0.17361,0.396488,0.406508,0.274841,0.43436,1.567,0.058557
100288323,77,2,KRTAP21-3,0.012114,0.49517,-0.093588,0.53728,-0.66601,0.7473,-0.60863,0.72861,2.1468,0.015906
100288485,78,4,MTRNR2L7,0.99052,0.16096,0.35677,0.36063,0.49731,0.30949,2.6657,0.0038409,1.7728,0.03813
100288687,79,14,DUX4,0.585568,0.361344,0.714181,0.342571,0.396488,0.406508,0.274841,0.43436,1.14135,0.290397
100288801,80,1,FRG2C,-0.68245,0.75252,0.714181,0.342571,0.396488,0.406508,0.274841,0.43436,0.0074911,0.49701
100288814,81,17,CLDN34,0.585568,0.361344,0.714181,0.342571,0.396488,0.406508,0.274841,0.43436,1.14135,0.290397
100289462,82,4,DEFB4B,-0.58769,0.72163,2.1752,0.014806,1.2807,0.10016,0.274841,0.43436,1.2198,0.11127
100289678,83,2,ZNF783,-1.5387,0.93806,1.2872,0.099015,-0.24851,0.59813,-0.96661,0.83313,0.17646,0.42996
1003,84,61,CDH5,1.2951,0.097638,-0.18112,0.57186,2.5196,0.0058744,1.8124,0.034965,0.78946,0.21492
100302736,85,8,TMED7-TICAM2,1.3861,0.082858,0.80817,0.2095,0.40733,0.34188,-0.36292,0.64167,0.32177,0.37381
100303755,86,7,PET117,-0.66805,0.74795,0.93186,0.1757,0.35873,0.3599,0.4751,0.31736,1.2707,0.10192
100310812,87,4,SPDYE2B,0.585568,0.361344,0.714181,0.342571,0.396488,0.406508,0.274841,0.43436,-0.18206,0.57223
100316904,88,2,SAP25,-1.544,0.9387,1.2368,0.10809,0.41134,0.34041,-1.0787,0.85965,2.5422,0.0055076
10036,89,27,CHAF1A,3.7676,8.2422e-05,1.5872,0.056234,0.75835,0.22412,0.86785,0.19274,1.0502,0.14682
10038,90,44,PARP2,1.2724,0.10162,-1.8139,0.96515,0.57478,0.28272,-1.643,0.94981,1.7612,0.039102
100381270,91,2,ZBED6,3.8523,5.8497e-05,-0.75723,0.77554,1.3234,0.092855,1.2297,0.10941,0.10686,0.45745
10039,92,14,PARP3,-0.55901,0.71192,1.0122,0.15572,-1.372,0.91497,2.6962,0.0035068,1.1058,0.1344
1004,93,15,CDH6,0.80178,0.21134,2.1337,0.016435,-2.1134,0.98272,2.0472,0.020321,0.64278,0.26018
10040,94,6,TOM1L1,4.9925,2.9803e-07,0.94156,0.17321,-0.20966,0.58303,1.7744,0.037999,1.9741,0.024183
10042,95,11,HMGXB4,1.4174,0.078185,-0.30637,0.62034,0.21983,0.413,0.80391,0.21072,0.63015,0.2643
100423062,96,69,IGLL5,-0.94301,0.82716,1.3436,0.089546,0.9934,0.16026,0.47766,0.31645,0.80456,0.21054
10043,97,14,TOM1,1.3619,0.086622,-1.9521,0.97454,-0.26222,0.60342,0.46654,0.32041,0.43219,0.3328
100431172,98,2,KLRF2,0.68149,0.24778,2.5371,0.0055883,0.81523,0.20747,-1.2081,0.8865,2.2949,0.010869
10044,99,14,SH2D3C,0.87759,0.19008,0.58899,0.27793,-0.036759,0.51466,0.8472,0.19844,4.5317,2.9254e-06
10045,100,17,SH2D3A,0.53305,0.297,0.43736,0.33093,-0.70167,0.75856,2.5211,0.0058487,1.9474,0.025744
10046,101,7,MAMLD1,0.585568,0.361344,0.714181,0.342571,0.396488,0.406508,0.274841,0.43436,1.14135,0.290397
100462977,102,5,MTRNR2L1,0.035705,0.48576,1.8493,0.032209,0.99291,0.16038,0.04668,0.48138,-0.51579,0.697
100463285,103,5,MTRNR2L4,-1.5443,0.93874,0.090862,0.4638,-0.35673,0.63935,1.6447,0.050016,1.6285,0.051706
100463289,104,5,MTRNR2L5,1.5285,0.0632,0.96734,0.16669,0.87345,0.19121,1.6403,0.050475,-0.52178,0.69909
100463482,105,7,MTRNR2L6,0.81437,0.20772,-0.19634,0.57783,0.16517,0.43441,1.0991,0.13587,0.16498,0.43448
100463486,106,10,MTRNR2L8,-0.88769,0.81265,2.0091,0.022262,-1.7698,0.96162,-0.63543,0.73743,-0.52199,0.69916
100463488,107,4,MTRNR2L10,0.585568,0.361344,0.714181,0.342571,0.396488,0.406508,0.274841,0.43436,1.14135,0.290397
100463489,108,2,MTRNR2L11,0.585568,0.361344,0.714181,0.342571,0.396488,0.406508,0.274841,0.43436,1.14135,0.290397
100463498,109,6,MTRNR2L12,0.585568,0.361344,0.714181,0.342571,0.396488,0.406508,0.274841,0.43436,1.14135,0.290397
100463500,110,2,MTRNR2L13,0.585568,0.361344,0.714181,0.342571,0.396488,0.406508,0.274841,0.43436,1.14135,0.290397
10048,111,18,RANBP9,5.2957,5.9279e-08,-0.96099,0.83172,0.93726,0.17431,2.7926,0.0026147,1.6435,0.050141
10049,112,25,DNAJB6,0.33451,0.369,-1.0378,0.85031,2.2118,0.013489,0.2961,0.38358,1.2774,0.10073
100499483,113,3,CCDC180,-0.43282,0.66743,-0.8613,0.80546,-1.739,0.95898,-1.1672,0.87843,0.89538,0.18529
1005,114,15,CDH7,-1.3115,0.90515,2.0768,0.018908,-0.85386,0.80341,-0.59892,0.72539,0.88268,0.1887
10050,115,1,SLC17A4,1.1506,0.12495,0.80404,0.21069,3.625,0.0001445,-1.4205,0.92226,3.1361,0.00085619
100505385,116,4,IQCJ-SCHIP1,2.6314,0.0042516,0.020081,0.49199,-0.53933,0.70517,2.0456,0.020398,1.0325,0.15091
100505478,117,163,TEX48,-0.078455,0.53127,2.1698,0.015009,1.4763,0.069932,-0.12679,0.55045,2.2851,0.011153
100505591,118,1,LRRC3C,1.739,0.041015,3.1914,0.00070804,-0.31031,0.62184,0.094223,0.46247,0.10328,0.45887
100505741,119,1,SPATA1,0.13603,0.4459,-0.21068,0.58343,0.25208,0.40049,-1.7337,0.95851,0.34344,0.36564
100506013,120,2,APELA,-1.2751,0.89887,-1.0577,0.85491,1.5463,0.061015,0.90279,0.18332,-3.599,0.99984
100506084,121,4,ARL17B,2.3904,0.008414,3.0702,0.0010696,2.8372,0.0022759,6.6746,1.2395e-11,2.1946,0.014095
100506658,122,83,OCLN,-0.96198,0.83197,0.69498,0.24353,0.26302,0.39627,0.064731,0.47419,1.0416,0.1488
100507003,123,1,GFY,1.231,0.10917,1.4962,0.067306,1.6148,0.053178,-1.6088,0.94616,-0.24687,0.59749
100507027,124,4,MRLN,-0.63114,0.73603,0.094499,0.46236,0.62468,0.26609,-1.0974,0.86377,0.12361,0.45081
100507290,125,1,ZNF865,1.1259,0.1301,-0.058771,0.52343,1.7543,0.039689,-1.0609,0.85564,1.7819,0.037381
100507436,126,4,MICA,0.99572,0.15969,3.7304,9.5572e-05,3.6178,0.00014854,-0.28097,0.61063,4.6955,1.3299e-06
100507537,127,3,STRIT1,0.585568,0.361344,0.714181,0.342571,0.396488,0.406508,0.274841,0.43436,1.14135,0.290397
100507679,128,2,MUC22,1.6272,0.051845,4.6344,1.7898e-06,4.9486,3.7367e-07,0.5459,0.29257,6.3368,1.1732e-10
10051,129,67,SMC4,0.76224,0.22296,0.16337,0.43511,-0.8881,0.81276,0.060208,0.476,4.3514,6.7646e-06
10052,130,12,GJC1,1.1063,0.13429,0.8314,0.20287,-0.97772,0.83589,-0.042731,0.51704,0.12003,0.45223
100526664,131,13,LY75-CD302,0.87806,0.18996,1.9873,0.023442,1.3043,0.096069,1.2388,0.1077,0.98032,0.16346
100526693,132,8,ARPC4-TTLL3,-0.20636,0.58174,-2.8702,0.99795,1.0763,0.1409,2.4214,0.0077301,1.0752,0.14114
100526737,133,6,RBM14-RBM4,4.2607,1.0188e-05,0.81841,0.20656,-1.8127,0.96506,0.74314,0.2287,3.401,0.00033564
100526739,134,7,CENPS-CORT,3.3268,0.00043927,-0.61539,0.73085,2.1296,0.016601,1.1687,0.12126,5.5898,1.1367e-08
100526760,135,2,ABHD14A-ACY1,0.585568,0.361344,0.714181,0.342571,0.396488,0.406508,0.274841,0.43436,1.14135,0.290397
100526761,136,3,CCDC169-SOHLH2,0.12609,0.44983,-1.144,0.87368,-1.4627,0.92823,-0.017394,0.50694,-0.73639,0.76925
100526767,137,28,RNF103-CHMP3,-0.76178,0.77691,-0.00098212,0.50039,-0.2733,0.60769,-0.28401,0.6118,-0.53127,0.70238
100526783,138,6,ARPIN-AP3S2,-0.019899,0.50794,0.99336,0.16027,0.90523,0.18267,0.44347,0.32871,2.5855,0.0048617
100526794,139,58,NT5C1B-RDH14,1.3069,0.095618,0.93388,0.17518,0.0097577,0.49611,-0.21607,0.58553,0.59318,0.27653
100526835,140,3,FPGT-TNNI3K,-0.89966,0.81585,-0.62153,0.73287,-1.0828,0.86056,0.48211,0.31486,1.9395,0.02622
100526842,141,235,RPL17-C18orf32,1.4324,0.076014,1.6516,0.049307,0.23122,0.40857,0.19384,0.42315,-1.028,0.84803
100527949,142,2,GIMAP1-GIMAP5,1.4318,0.076102,-0.69872,0.75764,-0.95571,0.83039,1.9651,0.0247,-0.097163,0.5387
100527963,143,7,PMF1-BGLAP,2.8912,0.0019188,-0.86126,0.80545,0.45283,0.32534,1.7581,0.039369,3.7197,9.9718e-05
100528017,144,9,SAA2-SAA4,1.4215,0.077587,-0.9365,0.82549,-0.30953,0.62154,-0.21851,0.58648,1.0505,0.14674
100528021,145,6,ST20-MTHFS,-1.0743,0.85866,0.015197,0.49394,0.88344,0.1885,-0.90173,0.8164,0.21422,0.41519
100529063,146,2,BCL2L2-PABPN1,-0.21544,0.58529,1.4715,0.070575,0.20538,0.41864,0.42908,0.33393,3.6236,0.00014529
100529097,147,134,RPL36A-HNRNPH2,0.585568,0.361344,0.714181,0.342571,0.396488,0.406508,0.274841,0.43436,1.14135,0.290397
100529144,148,6,CORO7-PAM16,0.65668,0.25569,1.1723,0.12054,0.96571,0.1671,-0.03463,0.51381,4.5114,3.2207e-06
100529239,149,177,RPS10-NUDT3,-0.16226,0.56445,0.035027,0.48603,0.039245,0.48435,-1.2036,0.88563,1.8706,0.030703
100529241,150,3,HSPE1-MOB4,0.05117,0.4796,0.013378,0.49466,0.92094,0.17854,1.9485,0.025675,1.1862,0.11777
100529257,151,1,SYNJ2BP-COX16,0.78558,0.21606,1.3115,0.094849,0.25099,0.40091,0.67673,0.24929,4.9958,2.93e-07
100529261,152,1,CHURC1-FNTB,2.3763,0.0087429,-0.20989,0.58312,1.0685,0.14265,0.71042,0.23872,1.2132,0.11253
10053,153,24,AP1M2,1.048,0.14733,0.84831,0.19813,0.70667,0.23989,0.45147,0.32582,1.1616,0.1227
100532726,154,52,NDUFC2-KCTD14,-0.39803,0.65469,-1.2026,0.88544,0.325,0.37259,0.62077,0.26737,0.020592,0.49179
100532731,155,58,COMMD3-BMI1,3.4151,0.00031877,-0.91497,0.8199,-1.5867,0.94371,0.76786,0.22128,2.8734,0.0020304
100533181,156,1,FXYD6-FXYD2,-1.8215,0.96573,0.59489,0.27596,0.23921,0.40547,0.84489,0.19909,0.89849,0.18446
100533467,157,20,BIVM-ERCC5,0.27752,0.39069,-0.088459,0.53524,-0.57978,0.71897,0.61122,0.27053,2.5264,0.0057612
100533814,158,1,TCAF2C,0.585568,0.361344,0.714181,0.342571,0.396488,0.406508,0.274841,0.43436,1.14135,0.290397
100534599,159,64,ISY1-RAB43,1.1803,0.11894,0.44057,0.32976,-0.52528,0.70031,-0.087672,0.53493,1.6231,0.052284
10054,160,25,UBA2,2.3222,0.010111,1.1931,0.11642,0.46452,0.32114,-0.93749,0.82575,1.3196,0.093488
10055,161,22,SAE1,1.9274,0.026962,1.0062,0.15715,-1.3396,0.90982,1.5975,0.055079,2.4964,0.0062736
10056,162,21,FARSB,-1.3326,0.90867,1.4166,0.078306,-1.0249,0.8473,-0.22914,0.59062,-0.60767,0.7283
10057,163,1,ABCC5,1.0076,0.15681,-0.90789,0.81803,2.9644,0.0015164,0.25466,0.39949,3.7624,8.4151e-05
10058,164,17,ABCB6,0.28415,0.38815,1.5303,0.062976,2.0834,0.018606,1.8536,0.031901,0.011028,0.4956
10059,165,44,DNM1L,-0.79063,0.78542,0.88229,0.18881,1.6306,0.051488,-2.8472,0.99779,2.0556,0.019912
1006,166,13,CDH8,0.23296,0.40789,0.4272,0.33462,0.58722,0.27853,-0.46385,0.67862,1.0043,0.15761
10060,167,11,ABCC9,-0.27327,0.60768,0.14479,0.44244,-0.77185,0.7799,1.1506,0.12494,0.81348,0.20797
10061,168,24,ABCF2,-1.6869,0.95419,2.4342,0.0074633,0.96801,0.16652,1.6529,0.049179,-0.19341,0.57668
10062,169,33,NR1H3,0.52892,0.29843,0.79079,0.21453,0.97511,0.16475,1.2097,0.11319,3.1519,0.00081117
10063,170,34,COX17,-1.9329,0.97338,-0.16244,0.56452,-0.08001,0.53189,0.35745,0.36038,-0.3415,0.63364
100652748,171,14,TIMM23B,0.7148,0.23737,2.2977,0.010791,0.68568,0.24646,-0.63562,0.73749,2.4962,0.0062765
100652824,172,26,KIAA2012,3.5011,0.00023171,1.4549,0.072848,0.57259,0.28346,0.005863,0.49766,0.19791,0.42156
10066,173,2,SCAMP2,0.9418,0.17315,2.6142,0.0044723,1.968,0.024533,-0.07914,0.53154,3.8106,6.9307e-05
10067,174,1,SCAMP3,0.9099,0.18144,-1.0206,0.84629,2.3248,0.01004,1.3286,0.091983,2.2841,0.011183
10068,175,5,IL18BP,0.41849,0.33779,-1.0018,0.84178,-0.4571,0.6762,-1.3304,0.90831,1.3,0.096801
10069,176,1,RWDD2B,-1.9751,0.97587,0.25282,0.4002,-0.13466,0.55356,0.67852,0.24872,1.1437,0.12638
1007,177,20,CDH9,-0.78309,0.78321,-0.83479,0.79808,-0.042621,0.517,1.2091,0.1133,0.29274,0.38486
10071,178,16,MUC12,0.47662,0.31682,0.31549,0.37619,1.1214,0.13106,0.40362,0.34324,0.59218,0.27687
10072,179,1,DPP3,3.5042,0.00022895,1.3438,0.089506,-1.5506,0.9395,0.3627,0.35842,2.7231,0.0032334
10073,180,23,SNUPN,1.6329,0.05124,4.3063,8.3012e-06,-0.53987,0.70536,0.73224,0.23201,0.62827,0.26491
10075,181,33,HUWE1,0.585568,0.361344,0.714181,0.342571,0.396488,0.406508,0.274841,0.43436,1.14135,0.290397
10076,182,6,PTPRU,-1.635,0.94897,2.5805,0.0049325,0.94155,0.17321,1.6911,0.045411,1.3886,0.082482
10077,183,8,TSPAN32,0.69912,0.24224,1.4087,0.079464,-0.35762,0.63969,3.0688,0.0010747,2.8001,0.0025543
10078,184,30,TSSC4,1.2515,0.10537,0.072319,0.47117,2.1678,0.015088,0.088955,0.46456,2.8275,0.0023458
1008,185,19,CDH10,0.25952,0.39762,0.29691,0.38327,0.79345,0.21376,-0.73331,0.76831,0.61852,0.26812
10081,186,23,PDCD7,1.6783,0.046649,0.56779,0.28509,0.10331,0.45886,2.5324,0.0056634,0.38487,0.35017
10082,187,3,GPC6,-0.93932,0.82622,0.34741,0.36414,1.007,0.15698,-0.721,0.76454,1.7515,0.039929
100820829,188,1,MYZAP,0.87884,0.18974,0.54164,0.29403,2.7384,0.0030869,-0.26958,0.60626,1.5057,0.066068
10083,189,27,USH1C,1.2718,0.10173,-0.3982,0.65476,-0.69324,0.75592,1.256,0.10455,-0.066085,0.52635
10084,190,31,PQBP1,0.585568,0.361344,0.714181,0.342571,0.396488,0.406508,0.274841,0.43436,1.14135,0.290397
10085,191,2,EDIL3,0.41311,0.33976,0.78608,0.21591,-0.11845,0.54714,0.69512,0.24349,-0.011133,0.50444
10086,192,1,HHLA1,-0.35636,0.63921,-0.54759,0.70801,0.075686,0.46983,0.46388,0.32137,-1.0873,0.86154
100861412,193,14,FSBP,-0.1026,0.54086,1.7964,0.036216,0.87245,0.19148,-0.0068161,0.50272,2.0318,0.021088
100861540,194,49,CYP3A7-CYP3A51P,-0.09671,0.53852,0.46458,0.32112,0.21435,0.41514,-0.32238,0.62642,0.38647,0.34958
100862671,195,1,TMEM265,2.4651,0.0068481,2.2852,0.011152,1.552,0.060329,0.057503,0.47707,0.81483,0.20759
10087,196,15,CERT1,-3.4127,0.99968,0.94228,0.17302,-1.8764,0.9697,0.43162,0.33301,1.5268,0.063411
100885848,197,1,PTGES3L,1.1159,0.13223,1.5992,0.054891,1.793,0.036486,2.1515,0.015717,2.0108,0.022175
100885850,198,2,PTGES3L-AARSD1,1.3235,0.092837,1.5319,0.062767,1.6712,0.047344,2.1236,0.016851,2.0153,0.021935
10089,199,4,KCNK7,2.3845,0.0085504,0.078002,0.46891,-1.2381,0.89216,0.84998,0.19767,2.0205,0.021666
1009,200,17,CDH11,0.76245,0.2229,0.17122,0.43202,0.34667,0.36442,-0.64608,0.74089,0.98482,0.16236
10090,201,1,UST,2.7235,0.0032298,-0.32593,0.62776,-1.0378,0.85033,0.76417,0.22238,-0.71659,0.76319
10092,202,32,ARPC5,-0.16702,0.56632,2.0564,0.019871,1.4764,0.069924,2.0061,0.022421,1.8219,0.034234
10093,203,28,ARPC4,0.29065,0.38566,-2.428,0.99241,1.349,0.088669,2.4312,0.0075242,1.0612,0.14431
10094,204,38,ARPC3,0.60501,0.27258,1.865,0.031087,0.7504,0.22651,-0.32228,0.62638,3.3512,0.00040227
10095,205,31,ARPC1B,0.24772,0.40217,-0.7863,0.78415,0.7908,0.21453,0.53588,0.29602,0.45562,0.32433
10096,206,42,ACTR3,1.3194,0.093518,-0.98703,0.83819,0.26855,0.39414,-1.0504,0.85324,0.066177,0.47362
10097,207,59,ACTR2,0.11091,0.45584,0.77808,0.21826,2.9575,0.0015505,-0.73875,0.76997,-0.38368,0.64939
10098,208,3,TSPAN5,1.1416,0.1268,0.1556,0.43818,1.6917,0.045352,1.6956,0.044982,-0.63811,0.7383
